Year,Sex,WorkingPattern,AgeGroup,WorkRegion,Occupation,Industry,Value,comment
2019,Female,,,North West,Elementary occupations,,8420,reasonably precise
2019,Female,,,North West,"Managers, directors and senior officials",,29092,reasonably precise
2019,Female,,,North West,"Process, plant and machine operatives",,18012,reasonably precise
2019,Female,,,North West,Professional occupations,,31288,
2019,Female,,,North West,Sales and customer service occupations,,12126,reasonably precise
2019,Female,,,North West,Skilled trades occupations,,15302,reasonably precise
2019,Female,,,North West,,,19012,
2019,Female,,,Northern Ireland,,,18371,
2019,Female,,,Scotland,Administrative and secretarial occupations,,18294,
2019,Female,,,Scotland,Associate professional and technical occupations,,25839,
2019,Female,,,Scotland,"Caring, leisure and other service occupations",,14921,
2019,Female,,,Scotland,Elementary occupations,,10106,reasonably precise
2019,Female,,,Scotland,"Managers, directors and senior officials",,31217,reasonably precise
2019,Female,,,Scotland,"Process, plant and machine operatives",,x,unacceptable
2019,Female,,,Scotland,Professional occupations,,30707,
2019,Female,,,Scotland,Sales and customer service occupations,,12056,
2019,Female,,,Scotland,Skilled trades occupations,,14360,acceptable
2019,Female,,,Scotland,,,20351,
2019,Female,,,South East,Administrative and secretarial occupations,,17768,
2019,Female,,,South East,Associate professional and technical occupations,,26862,
2019,Female,,,South East,"Caring, leisure and other service occupations",,13204,
2019,Female,,,South East,Elementary occupations,,8901,reasonably precise
2019,Female,,,South East,"Managers, directors and senior officials",,31743,reasonably precise
2019,Female,,,South East,"Process, plant and machine operatives",,19697,reasonably precise
2019,Female,,,South East,Professional occupations,,31994,
2019,Female,,,South East,Sales and customer service occupations,,12306,
2019,Female,,,South East,Skilled trades occupations,,18490,acceptable
2019,Female,,,South East,,,20128,
2019,Female,,,South West,Administrative and secretarial occupations,,16411,
2019,Female,,,South West,Associate professional and technical occupations,,23446,
2019,Female,,,South West,"Caring, leisure and other service occupations",,12909,reasonably precise
2019,Female,,,South West,Elementary occupations,,8139,reasonably precise
2019,Female,,,South West,"Managers, directors and senior officials",,27639,reasonably precise
2019,Female,,,South West,"Process, plant and machine operatives",,18741,reasonably precise
2019,Female,,,South West,Professional occupations,,28098,
2019,Female,,,South West,Sales and customer service occupations,,10896,reasonably precise
2019,Female,,,South West,Skilled trades occupations,,16481,reasonably precise
2019,Female,,,South West,,,17714,
2019,Female,,,Wales,Administrative and secretarial occupations,,17834,
2019,Female,,,Wales,Associate professional and technical occupations,,24770,
2019,Female,,,Wales,"Caring, leisure and other service occupations",,14113,
2019,Female,,,Wales,Elementary occupations,,9296,acceptable
2019,Female,,,Wales,"Managers, directors and senior officials",,30407,acceptable
2019,Female,,,Wales,"Process, plant and machine operatives",,18318,reasonably precise
2019,Female,,,Wales,Professional occupations,,31904,
2019,Female,,,Wales,Sales and customer service occupations,,11640,reasonably precise
2019,Female,,,Wales,Skilled trades occupations,,16148,reasonably precise
2019,Female,,,Wales,,,18552,
2019,Female,,,West Midlands,Administrative and secretarial occupations,,17234,
2019,Female,,,West Midlands,Associate professional and technical occupations,,25490,
2019,Female,,,West Midlands,"Caring, leisure and other service occupations",,13594,reasonably precise
2019,Female,,,West Midlands,Elementary occupations,,9105,acceptable
2019,Female,,,West Midlands,"Managers, directors and senior officials",,32685,reasonably precise
2019,Female,,,West Midlands,"Process, plant and machine operatives",,17624,reasonably precise
2019,Female,,,West Midlands,Professional occupations,,29860,
2019,Female,,,West Midlands,Sales and customer service occupations,,11650,reasonably precise
2019,Female,,,West Midlands,Skilled trades occupations,,17825,reasonably precise
2019,Female,,,West Midlands,,,18424,
2019,Female,,,Yorkshire and The Humber,Administrative and secretarial occupations,,17076,
2019,Female,,,Yorkshire and The Humber,Associate professional and technical occupations,,23423,
2019,Female,,,Yorkshire and The Humber,"Caring, leisure and other service occupations",,13306,
2019,Female,,,Yorkshire and The Humber,Elementary occupations,,8819,acceptable
2019,Female,,,Yorkshire and The Humber,"Managers, directors and senior officials",,29423,reasonably precise
2019,Female,,,Yorkshire and The Humber,"Process, plant and machine operatives",,16938,reasonably precise
2019,Female,,,Yorkshire and The Humber,Professional occupations,,30284,
2019,Female,,,Yorkshire and The Humber,Sales and customer service occupations,,11503,reasonably precise
2019,Female,,,Yorkshire and The Humber,Skilled trades occupations,,x,unacceptable
2019,Female,,,Yorkshire and The Humber,,,17841,
2019,Female,,,,Administrative and secretarial occupations,,18018,
2019,Female,,,,Associate professional and technical occupations,,26364,
2019,Female,,,,"Caring, leisure and other service occupations",,13935,
2019,Female,,,,Elementary occupations,,9183,
2019,Female,,,,"Managers, directors and senior officials",,33755,
2019,Female,,,,"Process, plant and machine operatives",,18112,
2019,Female,,,,Professional occupations,,31525,
2019,Female,,,,Sales and customer service occupations,,11929,
2019,Female,,,,Skilled trades occupations,,17102,
2019,Female,,,,,Accommodation and food service activities,11502,
2019,Female,,,,,Activities of extraterritorial organisations and bodies,x,unacceptable
2019,Female,,,,,Activities of households as employers; undifferianted goods-and-services-producing activities of households for own use,7166,acceptable
2019,Female,,,,,Administrative and support service activities,15874,
2019,Female,,,,,"Agriculture, forestry and fishing",15820,acceptable
2019,Female,,,,,"Arts, entertainment and recreation",14396,reasonably precise
2019,Female,,,,,Construction,20076,reasonably precise
2019,Female,,,,,Education,20441,
2019,Female,,,,,"Electricity, gas, steam and air conditioning supply",27824,reasonably precise
2019,Female,,,,,Financial and insurance activities,29464,reasonably precise
2019,Female,,,,,Human health and social work activities,19736,
2019,Female,,,,,Information and communication,29695,
2019,Female,,,,,Manufacturing,22182,
2019,Female,,,,,Mining and quarrying,38496,acceptable
2019,Female,,,,,Other service activities,15377,reasonably precise
2019,Female,,,,,"Professional, scientific and technical activities",26000,
2019,Female,,,,,Public administration and defence; compulsory social security,25836,
2019,Female,,,,,Real estate activities,22416,
2019,Female,,,,,Transportation and storage,24159,
2019,Female,,,,,"Water supply; sewerage, waste management and remediation activities",25272,acceptable
2019,Female,,,,,Wholesale and retail trade; repair of motor vehicles and motorcycles,14308,
2019,Female,,,,,,19578,
2019,Male,Full-time,16-17,,,,x,unacceptable
2019,Male,Full-time,18-21,,,,17637,
2019,Male,Full-time,22-29,,,,26138,
2019,Male,Full-time,30-39,,,,33463,
2019,Male,Full-time,40-49,,,,37693,
2019,Male,Full-time,50-59,,,,35647,
2019,Male,Full-time,60+,,,,30964,
2019,Male,Full-time,,East,Administrative and secretarial occupations,,26871,
2019,Male,Full-time,,East,Associate professional and technical occupations,,35555,
2019,Male,Full-time,,East,"Caring, leisure and other service occupations",,21824,reasonably precise
2019,Male,Full-time,,East,Elementary occupations,,22591,
2019,Male,Full-time,,East,"Managers, directors and senior officials",,47365,reasonably precise
2019,Male,Full-time,,East,"Process, plant and machine operatives",,27707,
2019,Male,Full-time,,East,Professional occupations,,43734,
2019,Male,Full-time,,East,Sales and customer service occupations,,22510,
2019,Male,Full-time,,East,Skilled trades occupations,,30000,
2019,Male,Full-time,,East,,,32919,
2019,Male,Full-time,,East Midlands,Administrative and secretarial occupations,,24565,
2019,Male,Full-time,,East Midlands,Associate professional and technical occupations,,33492,
2019,Male,Full-time,,East Midlands,"Caring, leisure and other service occupations",,20651,reasonably precise
2019,Male,Full-time,,East Midlands,Elementary occupations,,21747,
2019,Male,Full-time,,East Midlands,"Managers, directors and senior officials",,42603,reasonably precise
2019,Male,Full-time,,East Midlands,"Process, plant and machine operatives",,26049,
2019,Male,Full-time,,East Midlands,Professional occupations,,40081,
2019,Male,Full-time,,East Midlands,Sales and customer service occupations,,21135,reasonably precise
2019,Male,Full-time,,East Midlands,Skilled trades occupations,,28992,
2019,Male,Full-time,,East Midlands,,,30546,
2019,Male,Full-time,,London,Administrative and secretarial occupations,,31459,
2019,Male,Full-time,,London,Associate professional and technical occupations,,41619,
2019,Male,Full-time,,London,"Caring, leisure and other service occupations",,24548,reasonably precise
2019,Male,Full-time,,London,Elementary occupations,,23902,
2019,Male,Full-time,,London,"Managers, directors and senior officials",,70000,
2019,Male,Full-time,,London,"Process, plant and machine operatives",,33409,
2019,Male,Full-time,,London,Professional occupations,,49920,
2019,Male,Full-time,,London,Sales and customer service occupations,,24462,
2019,Male,Full-time,,London,Skilled trades occupations,,30683,
2019,Male,Full-time,,London,,,43000,
2019,Male,Full-time,,North East,Administrative and secretarial occupations,,23044,reasonably precise
2019,Male,Full-time,,North East,Associate professional and technical occupations,,31688,
2019,Male,Full-time,,North East,"Caring, leisure and other service occupations",,21658,reasonably precise
2019,Male,Full-time,,North East,Elementary occupations,,22114,reasonably precise
2019,Male,Full-time,,North East,"Managers, directors and senior officials",,41822,acceptable
2019,Male,Full-time,,North East,"Process, plant and machine operatives",,25306,
2019,Male,Full-time,,North East,Professional occupations,,39215,
2019,Male,Full-time,,North East,Sales and customer service occupations,,21000,
2019,Male,Full-time,,North East,Skilled trades occupations,,28623,
2019,Male,Full-time,,North East,,,29197,
2019,Male,Full-time,,North West,Administrative and secretarial occupations,,23195,
2019,Male,Full-time,,North West,Associate professional and technical occupations,,34311,
2019,Male,Full-time,,North West,"Caring, leisure and other service occupations",,21207,
2019,Male,Full-time,,North West,Elementary occupations,,21420,
2019,Male,Full-time,,North West,"Managers, directors and senior officials",,42523,
2019,Male,Full-time,,North West,"Process, plant and machine operatives",,25723,
2019,Male,Full-time,,North West,Professional occupations,,40559,
2019,Male,Full-time,,North West,Sales and customer service occupations,,20826,
2019,Male,Full-time,,North West,Skilled trades occupations,,27753,
2019,Male,Full-time,,North West,,,30584,
2019,Male,Full-time,,Northern Ireland,,,28896,
2019,Male,Full-time,,Scotland,Administrative and secretarial occupations,,24452,
2019,Male,Full-time,,Scotland,Associate professional and technical occupations,,34683,
2019,Male,Full-time,,Scotland,"Caring, leisure and other service occupations",,23220,acceptable
2019,Male,Full-time,,Scotland,Elementary occupations,,21406,
2019,Male,Full-time,,Scotland,"Managers, directors and senior officials",,49300,reasonably precise
